,Run,Object,RA,Dec,Equinox,UT,Airm,Instr,Texp sec,Sky PA,Filters etc.,Slit,Grat,CenwA,Comments,night,date,mjd,RA_deg,Dec_deg,search_group
1167,1603257,85275,12:17:12.19,+15:16:39.3,2000.0,06:36,2.04,9  WFC,120.0,180.0,r,,,,,20220309,20220310,59648.275,184.30079166666664,15.277583333333334,76.0
1168,1603286,26P,2:37:38.18,+08:39:42.6,2000.0,20:35,2.02,8  WFC,599.8,180.0,r,,,,no detection. pointing west near twilight and tracking a bit odd?,20220310,20220310,59648.85763888889,39.409083333333335,8.661833333333334,77.0
1169,1603287,26P,2:37:38.47,+08:39:43.8,2000.0,20:46,2.18,3  WFC,599.8,180.0,r,,,,"readout speed fast up to this frame, oops",20220310,20220310,59648.865277777775,39.410291666666666,8.662166666666668,77.0
1170,1603288,29P,4:24:19.94,+29:10:06.9,2000.0,21:01,1.22,9  WFC,599.6,180.0,g,,,,differential tracking but object trailed,20220310,20220310,59648.87569444445,66.08308333333333,29.168583333333334,78.0
1171,1603289,29P,4:24:20.13,+29:10:06.6,2000.0,21:12,1.26,5  WFC,599.7,180.0,g,,,,"trailed, diff rates slightly off for comet orbit?",20220310,20220310,59648.88333333333,66.08387499999999,29.1685,78.0
1172,1603290,29P,4:24:20.35,+29:10:06.2,2000.0,21:24,1.31,2  WFC,599.7,180.0,r,,,,"stars + object trailed, switching to sidereal AG tracking",20220310,20220310,59648.89166666667,66.08479166666666,29.16838888888889,78.0
1173,1603292,29P,4:24:19.90,+29:10:07.1,2000.0,21:41,1.36,8  WFC,60.1,180.0,r,,,,,20220310,20220310,59648.90347222222,66.08291666666666,29.16863888888889,78.0
1174,1603293,29P,4:24:19.90,+29:10:07.0,2000.0,21:43,1.39,0  WFC,300.0,180.0,r,,,,Looking good,20220310,20220310,59648.904861111114,66.08291666666666,29.16861111111111,78.0
1175,1603294,29P,4:24:19.90,+29:10:07.0,2000.0,21:50,1.43,8  WFC,599.7,180.0,r,,,,Target trailed,20220310,20220310,59648.90972222222,66.08291666666666,29.16861111111111,78.0
1176,1603295,29P,4:24:19.90,+29:10:06.9,2000.0,22:01,1.49,1  WFC,299.4,180.0,i,,,,,20220310,20220310,59648.91736111111,66.08291666666666,29.168583333333334,78.0
1177,1603296,29P,4:24:19.90,+29:10:07.0,2000.0,22:07,1.52,8  WFC,299.9,180.0,g,,,,,20220310,20220310,59648.92152777778,66.08291666666666,29.16861111111111,78.0
1178,1603297,29P,4:24:19.90,+29:10:07.0,2000.0,22:13,1.56,9  WFC,299.9,180.0,g,,,,,20220310,20220310,59648.92569444444,66.08291666666666,29.16861111111111,78.0
1179,1603298,29P,4:24:19.90,+29:10:07.0,2000.0,22:19,1.61,2  WFC,299.9,180.0,r,,,,,20220310,20220310,59648.92986111111,66.08291666666666,29.16861111111111,78.0
1180,1603299,29P,4:24:19.90,+29:10:07.0,2000.0,22:25,1.65,8  WFC,299.9,180.0,i,,,,,20220310,20220310,59648.93402777778,66.08291666666666,29.16861111111111,78.0
1181,1603300,108P,6:56:34.63,+37:15:44.5,2000.0,22:36,1.09,2  WFC,599.8,180.0,g,,,,,20220310,20220310,59648.941666666666,104.14429166666666,37.26236111111111,79.0
1182,1603301,108P,6:56:37.55,+37:16:11.7,2000.0,22:47,1.11,1  WFC,599.7,180.0,g,,,,,20220310,20220310,59648.94930555556,104.15645833333333,37.26991666666667,79.0
1183,1603302,108P,6:56:37.98,+37:15:09.1,2000.0,22:58,1.13,2  WFC,599.8,180.0,g,,,,,20220310,20220310,59648.95694444444,104.15825,37.25252777777778,79.0
1184,1603303,108P,6:56:35.88,+37:15:36.3,2000.0,23:09,1.15,7  WFC,599.8,180.0,r,,,,,20220310,20220310,59648.964583333334,104.14949999999999,37.260083333333334,79.0
1185,1603304,108P,6:56:38.82,+37:16:03.6,2000.0,23:20,1.18,3  WFC,599.9,180.0,r,,,,,20220310,20220310,59648.97222222222,104.16175,37.26766666666666,79.0
1186,1603305,108P,6:56:39.24,+37:15:01.3,2000.0,23:31,1.21,3  WFC,599.7,180.0,r,,,,,20220310,20220310,59648.97986111111,104.1635,37.25036111111111,79.0
1187,1603306,137P,11:31:15.14,-02:15:12.7,2000.0,23:48,1.29,2  WFC,120.0,180.0,r,,,,Target faint. Bright mover 64424 to NW. 2015 RH78 to S,20220310,20220310,59648.99166666667,172.81308333333334,-2.253527777777778,80.0
1188,1603307,137P,11:31:15.14,-02:15:12.7,2000.0,23:51,1.28,4  WFC,120.0,180.0,r,,,,,20220310,20220310,59648.99375,172.81308333333334,-2.253527777777778,80.0
1189,1603308,137P,11:31:15.14,-02:15:12.8,2000.0,23:53,1.27,7  WFC,120.0,180.0,r,,,,,20220310,20220310,59648.99513888889,172.81308333333334,-2.2535555555555558,80.0
1190,1603309,137P,11:31:15.14,-02:15:12.7,2000.0,23:56,1.27,0  WFC,120.0,180.0,r,,,,,20220310,20220310,59648.99722222222,172.81308333333334,-2.253527777777778,80.0
1191,1603310,137P,11:31:15.14,-02:15:12.7,2000.0,23:59,1.26,4  WFC,120.0,180.0,r,,,,,20220310,20220310,59648.99930555555,172.81308333333334,-2.253527777777778,80.0
1192,1603311,137P,11:31:15.14,-02:15:12.7,2000.0,00:02,1.25,8  WFC,119.5,180.0,r,,,,,20220310,20220311,59649.001388888886,172.81308333333334,-2.253527777777778,80.0
1193,1603312,137P,11:31:15.14,-02:15:12.7,2000.0,00:04,1.25,2  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.00277777778,172.81308333333334,-2.253527777777778,80.0
1194,1603313,137P,11:31:15.14,-02:15:12.7,2000.0,00:07,1.24,6  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.00486111111,172.81308333333334,-2.253527777777778,80.0
1195,1603314,137P,11:31:15.14,-02:15:12.7,2000.0,00:10,1.24,0  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.006944444445,172.81308333333334,-2.253527777777778,80.0
1196,1603315,137P,11:31:15.14,-02:15:12.7,2000.0,00:13,1.23,5  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.00902777778,172.81308333333334,-2.253527777777778,80.0
1197,1603316,137P,11:31:15.14,-02:15:12.7,2000.0,00:19,1.22,4  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.013194444444,172.81308333333334,-2.253527777777778,80.0
1198,1603317,137P,11:31:15.14,-02:15:12.8,2000.0,00:22,1.21,9  WFC,120.1,180.0,r,,,,,20220310,20220311,59649.01527777778,172.81308333333334,-2.2535555555555558,80.0
1199,1603318,137P,11:31:15.14,-02:15:12.7,2000.0,00:24,1.21,5  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.01666666667,172.81308333333334,-2.253527777777778,80.0
1200,1603319,137P,11:31:15.14,-02:15:12.7,2000.0,00:27,1.21,1  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.01875,172.81308333333334,-2.253527777777778,80.0
1201,1603320,137P,11:31:15.14,-02:15:12.7,2000.0,00:30,1.2,7  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.020833333336,172.81308333333334,-2.253527777777778,80.0
1202,1603321,137P,11:31:15.14,-02:15:12.7,2000.0,00:33,1.2,3  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.02291666667,172.81308333333334,-2.253527777777778,80.0
1203,1603322,137P,11:31:15.14,-02:15:12.7,2000.0,00:36,1.2,0  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.025,172.81308333333334,-2.253527777777778,80.0
1204,1603323,137P,11:31:15.14,-02:15:12.7,2000.0,00:38,1.19,6  WFC,120.1,180.0,r,,,,,20220310,20220311,59649.02638888889,172.81308333333334,-2.253527777777778,80.0
1205,1603324,137P,11:31:15.14,-02:15:12.7,2000.0,00:41,1.19,3  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.02847222222,172.81308333333334,-2.253527777777778,80.0
1206,1603325,137P,11:31:15.14,-02:15:12.7,2000.0,00:44,1.19,0  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.03055555555,172.81308333333334,-2.253527777777778,80.0
1207,1603326,137P,11:31:15.14,-02:15:12.7,2000.0,00:47,1.18,7  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.032638888886,172.81308333333334,-2.253527777777778,80.0
1208,1603327,137P,11:31:15.14,-02:15:12.7,2000.0,00:49,1.18,5  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.03402777778,172.81308333333334,-2.253527777777778,80.0
1209,1603328,137P,11:31:15.14,-02:15:12.7,2000.0,00:52,1.18,2  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.03611111111,172.81308333333334,-2.253527777777778,80.0
1210,1603329,137P,11:31:15.14,-02:15:12.7,2000.0,00:55,1.18,0  WFC,120.1,180.0,r,,,,,20220310,20220311,59649.038194444445,172.81308333333334,-2.253527777777778,80.0
1211,1603330,137P,11:31:15.14,-02:15:12.7,2000.0,00:58,1.17,8  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.04027777778,172.81308333333334,-2.253527777777778,80.0
1212,1603331,137P,11:31:15.14,-02:15:12.7,2000.0,01:01,1.17,6  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.04236111111,172.81308333333334,-2.253527777777778,80.0
1213,1603332,137P,11:31:15.14,-02:15:12.7,2000.0,01:03,1.17,5  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.04375,172.81308333333334,-2.253527777777778,80.0
1214,1603333,137P,11:31:15.14,-02:15:12.6,2000.0,01:06,1.17,3  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.04583333333,172.81308333333334,-2.2535,80.0
1215,1603334,137P,11:31:15.12,-02:15:12.7,2000.0,01:09,1.17,2  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.04791666667,172.81300000000002,-2.253527777777778,80.0
1216,1603335,137P,11:31:15.14,-02:15:12.7,2000.0,01:12,1.17,1  WFC,119.5,180.0,r,,,,,20220310,20220311,59649.05,172.81308333333334,-2.253527777777778,80.0
1217,1603336,137P,11:31:15.14,-02:15:12.7,2000.0,01:14,1.17,0  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.05138888889,172.81308333333334,-2.253527777777778,80.0
1218,1603337,137P,11:31:15.14,-02:15:12.7,2000.0,01:17,1.16,9  WFC,120.1,180.0,r,,,,,20220310,20220311,59649.05347222222,172.81308333333334,-2.253527777777778,80.0
1219,1603338,137P,11:31:15.14,-02:15:12.7,2000.0,01:20,1.16,9  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.055555555555,172.81308333333334,-2.253527777777778,80.0
1220,1603339,137P,11:31:15.14,-02:15:12.7,2000.0,01:23,1.16,8  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.05763888889,172.81308333333334,-2.253527777777778,80.0
1221,1603340,137P,11:31:15.14,-02:15:12.7,2000.0,01:26,1.16,8  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.05972222222,172.81308333333334,-2.253527777777778,80.0
1222,1603341,137P,11:31:15.14,-02:15:12.7,2000.0,01:28,1.16,8  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.061111111114,172.81308333333334,-2.253527777777778,80.0
1223,1603342,137P,11:31:15.14,-02:15:12.7,2000.0,01:31,1.16,8  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.06319444445,172.81308333333334,-2.253527777777778,80.0
1224,1603343,137P,11:31:15.14,-02:15:12.7,2000.0,01:34,1.16,8  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.06527777778,172.81308333333334,-2.253527777777778,80.0
1225,1603344,137P,11:31:15.14,-02:15:12.6,2000.0,01:37,1.16,9  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.06736111111,172.81308333333334,-2.2535,80.0
1226,1603345,137P,11:31:15.14,-02:15:12.7,2000.0,01:39,1.17,0  WFC,120.1,180.0,r,,,,,20220310,20220311,59649.06875,172.81308333333334,-2.253527777777778,80.0
1227,1603346,137P,11:31:15.14,-02:15:12.7,2000.0,01:42,1.17,0  WFC,119.5,180.0,r,,,,,20220310,20220311,59649.07083333333,172.81308333333334,-2.253527777777778,80.0
1228,1603347,137P,11:31:15.14,-02:15:12.7,2000.0,01:45,1.17,1  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.072916666664,172.81308333333334,-2.253527777777778,80.0
1229,1603348,137P,11:31:15.14,-02:15:12.7,2000.0,01:48,1.17,3  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.075,172.81308333333334,-2.253527777777778,80.0
1230,1603349,137P,11:31:15.14,-02:15:12.7,2000.0,01:51,1.17,4  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.07708333333,172.81308333333334,-2.253527777777778,80.0
1231,1603350,137P,11:31:15.14,-02:15:12.7,2000.0,01:53,1.17,5  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.07847222222,172.81308333333334,-2.253527777777778,80.0
1232,1603351,137P,11:31:15.14,-02:15:12.7,2000.0,01:56,1.17,7  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.080555555556,172.81308333333334,-2.253527777777778,80.0
1233,1603352,137P,11:31:15.14,-02:15:12.7,2000.0,01:59,1.17,9  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.08263888889,172.81308333333334,-2.253527777777778,80.0
1234,1603353,137P,11:31:15.14,-02:15:12.7,2000.0,02:02,1.18,1  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.08472222222,172.81308333333334,-2.253527777777778,80.0
1235,1603354,137P,11:31:15.14,-02:15:12.7,2000.0,02:04,1.18,4  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.08611111111,172.81308333333334,-2.253527777777778,80.0
1236,1603355,137P,11:31:15.14,-02:15:12.7,2000.0,02:07,1.18,6  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.08819444444,172.81308333333334,-2.253527777777778,80.0
1237,1603356,137P,11:31:15.14,-02:15:12.7,2000.0,02:10,1.18,9  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.09027777778,172.81308333333334,-2.253527777777778,80.0
1238,1603357,137P,11:31:15.14,-02:15:12.7,2000.0,02:13,1.19,2  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.092361111114,172.81308333333334,-2.253527777777778,80.0
1239,1603358,137P,11:31:15.14,-02:15:12.7,2000.0,02:16,1.19,5  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.09444444445,172.81308333333334,-2.253527777777778,80.0
1240,1603359,137P,11:31:15.14,-02:15:12.7,2000.0,02:18,1.19,8  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.09583333333,172.81308333333334,-2.253527777777778,80.0
1241,1603360,137P,11:31:15.14,-02:15:12.7,2000.0,02:21,1.2,1  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.097916666666,172.81308333333334,-2.253527777777778,80.0
1242,1603361,137P,11:31:15.14,-02:15:12.7,2000.0,02:24,1.2,5  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.1,172.81308333333334,-2.253527777777778,80.0
1243,1603362,137P,11:31:15.14,-02:15:12.7,2000.0,02:27,1.2,9  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.10208333333,172.81308333333334,-2.253527777777778,80.0
1244,1603363,137P,11:31:15.14,-02:15:12.7,2000.0,02:29,1.21,3  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.103472222225,172.81308333333334,-2.253527777777778,80.0
1245,1603364,137P,11:31:15.14,-02:15:12.7,2000.0,02:32,1.21,7  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.10555555556,172.81308333333334,-2.253527777777778,80.0
1246,1603365,137P,11:31:15.14,-02:15:12.7,2000.0,02:35,1.22,2  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.10763888889,172.81308333333334,-2.253527777777778,80.0
1247,1603366,137P,11:31:15.14,-02:15:12.7,2000.0,02:38,1.22,6  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.10972222222,172.81308333333334,-2.253527777777778,80.0
1248,1603367,137P,11:31:15.14,-02:15:12.8,2000.0,02:41,1.23,1  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.111805555556,172.81308333333334,-2.2535555555555558,80.0
1249,1603368,137P,11:31:15.14,-02:15:12.7,2000.0,02:43,1.23,7  WFC,120.1,180.0,r,,,,,20220310,20220311,59649.11319444444,172.81308333333334,-2.253527777777778,80.0
1250,1603369,137P,11:31:15.14,-02:15:12.7,2000.0,02:46,1.24,2  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.115277777775,172.81308333333334,-2.253527777777778,80.0
1251,1603370,137P,11:31:15.14,-02:15:12.7,2000.0,02:49,1.24,8  WFC,120.0,180.0,r,,,,"Mover to the east, 2012 JA25?",20220310,20220311,59649.11736111111,172.81308333333334,-2.253527777777778,80.0
1252,1603371,137P,11:31:15.14,-02:15:12.7,2000.0,02:52,1.25,3  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.11944444444,172.81308333333334,-2.253527777777778,80.0
1253,1603372,137P,11:31:15.14,-02:15:12.7,2000.0,02:54,1.26,0  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.120833333334,172.81308333333334,-2.253527777777778,80.0
1254,1603373,137P,11:31:15.14,-02:15:12.7,2000.0,02:57,1.26,6  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.12291666667,172.81308333333334,-2.253527777777778,80.0
1255,1603374,137P,11:31:15.14,-02:15:12.7,2000.0,03:00,1.27,3  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.125,172.81308333333334,-2.253527777777778,80.0
1256,1603375,137P,11:31:15.14,-02:15:12.7,2000.0,03:03,1.28,0  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.12708333333,172.81308333333334,-2.253527777777778,80.0
1257,1603376,137P,11:31:15.14,-02:15:12.7,2000.0,03:06,1.28,7  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.129166666666,172.81308333333334,-2.253527777777778,80.0
1258,1603377,137P,11:31:15.14,-02:15:12.7,2000.0,03:08,1.29,4  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.13055555556,172.81308333333334,-2.253527777777778,80.0
1259,1603378,137P,11:31:15.14,-02:15:12.7,2000.0,03:11,1.3,2  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.13263888889,172.81308333333334,-2.253527777777778,80.0
1260,1603379,137P,11:31:15.14,-02:15:12.7,2000.0,03:14,1.31,0  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.134722222225,172.81308333333334,-2.253527777777778,80.0
1261,1603380,137P,11:31:15.14,-02:15:12.7,2000.0,03:17,1.31,8  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.13680555556,172.81308333333334,-2.253527777777778,80.0
1262,1603381,137P,11:31:15.14,-02:15:12.7,2000.0,03:20,1.32,7  WFC,120.1,180.0,r,,,,,20220310,20220311,59649.13888888889,172.81308333333334,-2.253527777777778,80.0
1263,1603382,137P,11:31:15.14,-02:15:12.7,2000.0,03:22,1.33,6  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.14027777778,172.81308333333334,-2.253527777777778,80.0
1264,1603383,137P,11:31:15.14,-02:15:12.7,2000.0,03:25,1.34,5  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.14236111111,172.81308333333334,-2.253527777777778,80.0
1265,1603384,137P,11:31:15.14,-02:15:12.7,2000.0,03:28,1.35,5  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.14444444444,172.81308333333334,-2.253527777777778,80.0
1266,1603385,137P,11:31:15.14,-02:15:12.7,2000.0,03:31,1.36,5  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.146527777775,172.81308333333334,-2.253527777777778,80.0
1267,1603386,137P,11:31:15.14,-02:15:12.7,2000.0,03:34,1.37,7  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.14861111111,172.81308333333334,-2.253527777777778,80.0
1268,1603387,137P,11:31:15.14,-02:15:12.7,2000.0,03:37,1.38,8  WFC,120.1,180.0,r,,,,,20220310,20220311,59649.15069444444,172.81308333333334,-2.253527777777778,80.0
1269,1603388,137P,11:31:15.14,-02:15:12.7,2000.0,03:40,1.39,9  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.15277777778,172.81308333333334,-2.253527777777778,80.0
1270,1603389,137P,11:31:15.14,-02:15:12.7,2000.0,03:42,1.41,1  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.15416666667,172.81308333333334,-2.253527777777778,80.0
1271,1603390,137P,11:31:15.14,-02:15:12.7,2000.0,03:45,1.42,3  WFC,120.1,180.0,r,,,,,20220310,20220311,59649.15625,172.81308333333334,-2.253527777777778,80.0
1272,1603391,137P,11:31:15.14,-02:15:12.7,2000.0,03:48,1.43,5  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.15833333333,172.81308333333334,-2.253527777777778,80.0
1273,1603392,137P,11:31:15.14,-02:15:12.7,2000.0,03:51,1.44,8  WFC,120.0,180.0,r,,,,,20220310,20220311,59649.160416666666,172.81308333333334,-2.253527777777778,80.0
